00001;[1, '00052', 0.21893446582262144]
00001;[2, '00027', 0.10439614120395305]
00001;[3, '00011', 0.10380350163948288]
00001;[4, '00096', 0.09980845491108838]
00001;[5, '00154', 0.09275790527471976]
00001;[6, '00166', 0.08616826365057641]
00001;[7, '00067', 0.08448550301683622]
00001;[8, '00109', 0.07938166123922927]
00001;[9, '00147', 0.07767914444524279]
00001;[10, '00151', 0.07684599910873383]
00001;[11, '00085', 0.07396433345841177]
00001;[12, '00041', 0.07175793115975038]
00001;[13, '00133', 0.07148553942403488]
00001;[14, '00047', 0.07066634737831397]
00001;[15, '00053', 0.07018887413131981]
00001;[16, '00043', 0.0689566213700632]
00001;[17, '00040', 0.060226342050201644]
00001;[18, '00060', 0.05615376238507552]
00001;[19, '00122', 0.054222240681702547]
00001;[20, '00157', 0.04872126466687527]
00001;[21, '00028', 0.04439985045277876]
00001;[22, '00139', 0.04411672166459686]
00001;[23, '00106', 0.04311190078550034]
00001;[24, '00159', 0.0423696650348317]
00001;[25, '00090', 0.040466941921856556]
00001;[26, '00049', 0.03836261893711536]
00001;[27, '00061', 0.03341286244225164]
00001;[28, '00007', 0.03299878009262181]
00001;[29, '00163', 0.03237683142984853]
00001;[30, '00107', 0.0317979339271621]
00001;[31, '00018', 0.03142214277697758]
00001;[32, '00137', 0.028606908937993857]
00001;[33, '00101', 0.027088894159441733]
00001;[34, '00152', 0.025723989984834075]
00001;[35, '00010', 0.019193579504089335]
00001;[36, '00042', 0.019102765480299207]
00001;[37, '00165', 0.018985140814661947]
00001;[38, '00051', 0.016994305285518155]
00001;[39, '00167', 0.014945234104162973]
00001;[40, '00064', 0.014265086819073526]
00001;[41, '00161', 0.014235772872969874]
00001;[42, '00113', 0.0142203732285537]
00001;[43, '00074', 0.01410196013259471]
00001;[44, '00068', 0.013857150445327242]
00001;[45, '00156', 0.012800838841828673]
00001;[46, '00013', 0.012247991496828106]
00001;[47, '00021', 0.012124122968300035]
00001;[48, '00092', 0.011950096544428242]
00001;[49, '00015', 0.011653489445343532]
00001;[50, '00130', 0.011640497357589865]
00001;[51, '00026', 0.011198224902345457]
00001;[52, '00005', 0.011036807270592705]
00001;[53, '00050', 0.010792487057000378]
00001;[54, '00119', 0.010699804261105278]
00001;[55, '00022', 0.010531496938742268]
00001;[56, '00110', 0.010457953418021804]
00001;[57, '00155', 0.010338673593945032]
00001;[58, '00084', 0.01033460942670133]
00001;[59, '00136', 0.010063330740848664]
00002;[1, '00047', 0.15031537266691208]
00002;[2, '00041', 0.13284979822741905]
00002;[3, '00159', 0.12954006579481542]
00002;[4, '00137', 0.1222455435671769]
00002;[5, '00133', 0.11456339267757623]
00002;[6, '00107', 0.08436436770338003]
00002;[7, '00001', 0.078862191697263]
00002;[8, '00080', 0.07686116581893584]
00002;[9, '00095', 0.07664358825359088]
00002;[10, '00045', 0.07649567162893864]
00002;[11, '00007', 0.07233940059134505]
00002;[12, '00160', 0.07190458647148337]
00002;[13, '00006', 0.06948930386409745]
00002;[14, '00114', 0.06920241453249837]
00002;[15, '00025', 0.06586493991559761]
00002;[16, '00166', 0.05906916425976958]
00002;[17, '00032', 0.053865211666266205]
00002;[18, '00017', 0.05188242818632342]
00002;[19, '00135', 0.05159999938712071]
00002;[20, '00031', 0.05111062390583375]
00002;[21, '00008', 0.050647393485997325]
00002;[22, '00151', 0.04916483991129942]
00002;[23, '00056', 0.04864473118839279]
00002;[24, '00139', 0.04862273653021351]
00002;[25, '00057', 0.04518147711488174]
00002;[26, '00152', 0.04502916009743573]
00002;[27, '00053', 0.04351556841794215]
00002;[28, '00061', 0.04330517236920024]
00002;[29, '00125', 0.04271722594239525]
00002;[30, '00048', 0.041646794096613225]
00002;[31, '00066', 0.04145912645284571]
00002;[32, '00124', 0.039878482661845786]
00002;[33, '00018', 0.0398373702237189]
00002;[34, '00015', 0.03964105953335945]
00002;[35, '00157', 0.03834057442159419]
00002;[36, '00011', 0.037168326463175305]
00002;[37, '00028', 0.03493989292420381]
00002;[38, '00134', 0.03376262061993574]
00002;[39, '00103', 0.03013033726424465]
00002;[40, '00118', 0.029314843061934954]
00002;[41, '00016', 0.029024099405628875]
00002;[42, '00052', 0.027809452398978605]
00002;[43, '00106', 0.026469249745667348]
00002;[44, '00077', 0.026277817974078653]
00002;[45, '00027', 0.026130452773480917]
00002;[46, '00079', 0.025022625029885306]
00002;[47, '00090', 0.024696618850972865]
00002;[48, '00146', 0.024336666720527148]
00002;[49, '00081', 0.024089700649057924]
00002;[50, '00104', 0.023847807473424666]
00002;[51, '00043', 0.023653571680913324]
00002;[52, '00110', 0.023627786302036866]
00002;[53, '00123', 0.02291708181895746]
00002;[54, '00049', 0.02271403346169435]
00002;[55, '00099', 0.02166501215258292]
00002;[56, '00101', 0.021317257867177086]
00002;[57, '00163', 0.020856689351365563]
00002;[58, '00067', 0.01878041120364495]
00002;[59, '00058', 0.018014049489578715]
00002;[60, '00094', 0.01739156104872677]
00002;[61, '00074', 0.016531813357732895]
00002;[62, '00148', 0.016250425135898076]
00002;[63, '00037', 0.01615581891865196]
00002;[64, '00062', 0.015990921028277108]
00002;[65, '00165', 0.014940113096117532]
00002;[66, '00013', 0.014318802696932656]
00002;[67, '00003', 0.013056526921726442]
00002;[68, '00070', 0.012659702760280432]
00002;[69, '00050', 0.012652098007261187]
00002;[70, '00072', 0.01216818193780914]
00002;[71, '00002', 0.011637753577723309]
00002;[72, '00087', 0.01155762867574017]
00002;[73, '00111', 0.011412245124585153]
00002;[74, '00076', 0.01078260515791098]
00002;[75, '00069', 0.010652728151042613]
00002;[76, '00120', 0.0103207159933951]
00003;[1, '00053', 0.1429421915301792]
00003;[2, '00137', 0.13991379122715242]
00003;[3, '00032', 0.12526650155860777]
00003;[4, '00150', 0.10999595116484479]
00003;[5, '00077', 0.10004206119958307]
00003;[6, '00002', 0.09565158162007927]
00003;[7, '00055', 0.09549514911871428]
00003;[8, '00151', 0.07862177147321703]
00003;[9, '00023', 0.0747298348361713]
00003;[10, '00054', 0.07129895754372435]
00003;[11, '00026', 0.07093392400643841]
00003;[12, '00028', 0.07011220915402702]
00003;[13, '00138', 0.05940165216023165]
00003;[14, '00019', 0.0510323267586122]
00003;[15, '00107', 0.048010818576626785]
00003;[16, '00022', 0.04698332232627564]
00003;[17, '00140', 0.043740637195934406]
00003;[18, '00145', 0.04306605390081022]
00003;[19, '00141', 0.040364900004080696]
00003;[20, '00144', 0.03873246606876535]
00003;[21, '00024', 0.03852496452516239]
00003;[22, '00147', 0.03733398837980357]
00003;[23, '00070', 0.03436670969083021]
00003;[24, '00167', 0.033167377490172255]
00003;[25, '00122', 0.0315631392737622]
00003;[26, '00068', 0.03098694101403895]
00003;[27, '00161', 0.02949489053569973]
00003;[28, '00154', 0.02896563082413336]
00003;[29, '00119', 0.02849198792039851]
00003;[30, '00160', 0.02710535177139138]
00003;[31, '00052', 0.02690542879415493]
00003;[32, '00106', 0.025186514721373933]
00003;[33, '00080', 0.024382359741048118]
00003;[34, '00051', 0.024192000617187803]
00003;[35, '00010', 0.02393918146582811]
00003;[36, '00042', 0.02382591372467067]
00003;[37, '00164', 0.023039545499379314]
00003;[38, '00136', 0.022923941755139173]
00003;[39, '00049', 0.021637897331806506]
00003;[40, '00085', 0.02155528556570763]
00003;[41, '00063', 0.02127706845578373]
00003;[42, '00113', 0.02083264434051527]
00003;[43, '00124', 0.02080365610511748]
00003;[44, '00065', 0.020576530091437395]
00003;[45, '00004', 0.019909647450992028]
00003;[46, '00062', 0.01949224625671763]
